label,content,prov,level
list_item,"M. Nye, A. Andreassen, G. Gur-Ari, H. Michalewski, J. Austin, D. Bieber, D. Dohan, A. Lewkowycz, M. Bosma, D. Luan, C. Sutton, and A. Odena, 'Show your work: Scratchpads for intermediate computation with language models,' arXiv , 2021. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 304.168, 'r': 558.002, 'b': 270.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 242.0]}]",
list_item,"W. Chen, X. Ma, X. Wang, and W. W. Cohen, 'Program of thoughts prompting: Disentangling computation from reasoning for numerical reasoning tasks,' TMLR , 2022. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 267.7049999999999, 'r': 558.002, 'b': 242.93000000000006, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 166.0]}]",
list_item,"DeepSeek-AI, D. Guo et al. , 'Deepseek-r1: Incentivizing reasoning capability in llms via reinforcement learning,' arXiv , 2025. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 240.351, 'r': 558.002, 'b': 224.399, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 135.0]}]",
list_item,"A. R. Setlur, S. Garg, X. Geng, N. Garg, V. Smith, and A. Kumar, 'Rl on incorrect synthetic data scales the efficiency of llm math reasoning by eight-fold,' NeurIPS , 2024. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 221.67700000000002, 'r': 558.002, 'b': 196.90200000000004, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 179.0]}]",
list_item,"N. Ho, L. Schmid, and S.-Y. Yun, 'Large language models are reasoning teachers,' in ACL , 2022. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 194.18000000000006, 'r': 558.002, 'b': 178.37200000000007, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 102.0]}]",
list_item,"L. Pinto and A. K. Gupta, 'Supersizing self-supervision: Learning to grasp from 50k tries and 700 robot hours,' ICRA , 2015. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 175.64999999999998, 'r': 558.002, 'b': 159.841, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 131.0]}]",
list_item,"P. Agrawal, A. Nair, P. Abbeel, J. Malik, and S. Levine, 'Learning to poke by poking: Experiential learning of intuitive physics,' NeurIPS , 2016. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 157.11900000000003, 'r': 558.002, 'b': 132.34400000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 153.0]}]",
list_item,"Z. Liu, A. Bahety, and S. Song, 'Reflect: Summarizing robot experiences for failure explanation and correction,' CoRL , 2023. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 129.62200000000007, 'r': 558.002, 'b': 113.81399999999996, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 132.0]}]",
list_item,"Y. Guo, Y.-J. Wang, L. Zha, Z. Jiang, and J. Chen, 'DoReMi: Grounding language model by detecting and recovering from planexecution misalignment,' in IROS , 2024. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 111.09199999999998, 'r': 558.002, 'b': 86.31700000000001, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 169.0]}]",
list_item,"T. V. Vo, T. Q. Nguyen, K. Nguyen, D. H. M. Nguyen, and M. N. Vu, 'ReFineVLA: Reasoning-aware teacher-guided transfer fine-tuning,' arxiv , 2025. 2","[{'page_no': 8, 'bbox': {'l': 313.2, 't': 83.59500000000003, 'r': 558.002, 'b': 58.82000000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 152.0]}]",
list_item,"G. Team, 'Gemini: A family of highly capable multimodal models,' 2025. 2","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 735.152, 'r': 298.802, 'b': 719.343, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 77.0]}]",
list_item,"C. Li, J. Liu, G. Wang, X. Li, S. Chen, L. Heng, C. Xiong, J. Ge, R. Zhang, K. Zhou, and S. Zhang, 'A self-correcting vision-languageaction model for fast and slow system manipulation,' arxiv , 2024. 2","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 717.219, 'r': 298.802, 'b': 692.444, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 206.0]}]",
list_item,"G. Tang, S. Rajkumar, Y. Zhou, H. R. Walke, S. Levine, and K. Fang, 'Kalie: Fine-tuning vision-language models for open-world manipulation without robot data,' ICRA , 2024. 2","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 690.32, 'r': 298.802, 'b': 665.545, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 179.0]}]",
list_item,"J. Gao, B. Sarkar, F. Xia, T. Xiao, J. Wu, B. Ichter, A. Majumdar, and D. Sadigh, 'Physically grounded vision-language models for robotic manipulation,' ICRA , 2023. 2","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 663.421, 'r': 298.802, 'b': 638.646, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 172.0]}]",
list_item,"X. Li, C. Mata, J. S. Park, K. Kahatapitiya, Y. S. Jang, J. Shang, K. Ranasinghe, R. Burgert, M. Cai, Y. J. Lee, and M. S. Ryoo, 'LLaRA: Supercharging robot learning data for vision-language policy,' ICLR , 2025. 2","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 636.522, 'r': 298.802, 'b': 602.78, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 219.0]}]",
list_item,"Z. Xue, S. Deng, Z. Chen, Y. Wang, Z. Yuan, and H. Xu, 'Demogen: Synthetic demonstration generation for data-efficient visuomotor policy learning,' RSS , 2025. 3","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 600.656, 'r': 298.802, 'b': 575.881, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 166.0]}]",
list_item,"OpenAI, 'GPT-4 technical report,' 2023. 3, 5","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 573.757, 'r': 222.711, 'b': 566.915, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 49.0]}]",
list_item,"A. Torralba and A. A. Efros, 'Unbiased look at dataset bias,' in CVPR , 2011. 4","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 564.934, 'r': 298.802, 'b': 548.982, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 84.0]}]",
list_item,"A. Kirillov, E. Mintun, N. Ravi, H. Mao, C. Rolland, L. Gustafson, T. Xiao, S. Whitehead, A. C. Berg, W.-Y. Lo, P. Doll´ ar, and R. B. Girshick, 'Segment anything,' in ICCV , 2023. 4","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 546.858, 'r': 298.802, 'b': 522.083, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 187.0]}]",
list_item,"S. James, Z. Ma, D. R. Arrojo, and A. J. Davison, 'Rlbench: The robot learning benchmark & learning environment,' RA-L , 2019. 4, 5","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 519.959, 'r': 298.802, 'b': 504.15, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 136.0]}]",
list_item,"J. Elsner, 'Taming the panda with python: A powerful duo for seamless robotics programming and integration,' SoftwareX , 2023. 4","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 502.026, 'r': 298.802, 'b': 486.218, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 133.0]}]",
list_item,"C. An, J. Zhang, M. Zhong, L. Li, S. Gong, Y. Luo, J. Xu, and L. Kong, 'Why does the effective context length of llms fall short?' ICLR , 2025. 6","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 484.093, 'r': 298.802, 'b': 459.319, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 150.0]}]",
list_item,"C.-P. Hsieh, S. Sun, S. Kriman, S. Acharya, D. Rekesh, F. Jia, and B. Ginsburg, 'Ruler: What's the real context size of your long-context language models?' COLM , 2024. 6","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 457.194, 'r': 298.802, 'b': 432.419, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 175.0]}]",
list_item,"Meta AI, 'Llama 3.2: Revolutionizing edge ai and vision with open, customizable models,' 2024. 8","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 430.295, 'r': 298.802, 'b': 414.487, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 101.0]}]",
list_item,"R. Rafailov, A. Sharma, E. Mitchell, S. Ermon, C. D. Manning, and C. Finn, 'Direct preference optimization: Your language model is secretly a reward model,' NeurIPS , 2023. 8","[{'page_no': 9, 'bbox': {'l': 54.0, 't': 412.362, 'r': 298.802, 'b': 387.588, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 179.0]}]",
section_header,APPENDIX,"[{'page_no': 10, 'bbox': {'l': 282.972, 't': 736.837, 'r': 329.035, 'b': 727.881, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",1.0
text,"This appendix provides additional details about our BLAZER framework, including LLM Agent Prompt in Appendix-A, and RLBench tasks in Appendix-B.","[{'page_no': 10, 'bbox': {'l': 54.0, 't': 718.001, 'r': 557.998, 'b': 697.494, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 144.0]}]",
section_header,A. Prompts,"[{'page_no': 10, 'bbox': {'l': 54.0, 't': 682.794, 'r': 100.874, 'b': 674.206, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 10.0]}]",1.0
text,"The prompt used by the LLM Agent is illustrated in Figure 8. It contains four placeholders: [INSERT TASK] representing the task instruction, [INSERT EE POSITION] denoting the initial position of the end effector, [INSERT EE ORIENTATION] specifying its initial orientation, and [INSERT CURRENT STATE ENVIRONMENT] indicating the current state or observation of the environment.","[{'page_no': 10, 'bbox': {'l': 54.0, 't': 665.744, 'r': 557.998, 'b': 621.147, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 375.0]}]",
section_header,LLM Agent Prompt,"[{'page_no': 10, 'bbox': {'l': 249.432, 't': 597.881, 'r': 362.662, 'b': 584.982, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",1.0
text,"You are a sentient AI specialized in generating a sequence of steps and Python code for the robot arm end-effector to complete a given task. The end effector is in a enviroment and informations about the objects in the environment including the end-effector are provided in terms of their positions and orientations. You must remember that this conversation is a monologue, and that you are in control. I am not able to assist you with any questions, and you must output the plan and code yourself by making use of the common sense, general knowledge, and available information.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 577.641, 'r': 532.925, 'b': 553.488, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 578.0]}]",
section_header,PLANNER:,"[{'page_no': 10, 'bbox': {'l': 81.833, 't': 546.106, 'r': 105.153, 'b': 540.869, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 8.0]}]",1.0
section_header,ENVIRONMENT SET-UP:,"[{'page_no': 10, 'bbox': {'l': 93.471, 't': 539.803, 'r': 149.1, 'b': 534.566, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 19.0]}]",1.0
text,The 3D coordinate system of the environment is as follows:,"[{'page_no': 10, 'bbox': {'l': 93.471, 't': 533.499, 'r': 263.153, 'b': 528.262, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 58.0]}]",
list_item,"The x-axis is in the horizontal direction, increasing to the right.","[{'page_no': 10, 'bbox': {'l': 105.206, 't': 527.195, 'r': 309.986, 'b': 521.958, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 70.0]}]",
text,"2. The y-axis is in the depth direction, increasing away from you.","[{'page_no': 10, 'bbox': {'l': 105.206, 't': 520.891, 'r': 298.36, 'b': 515.654, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 66.0]}]",
list_item,"The z-axis is in the vertical direction, increasing upwards.","[{'page_no': 10, 'bbox': {'l': 105.206, 't': 514.588, 'r': 289.546, 'b': 509.351, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 63.0]}]",
list_item,Workspace is in the table positioned at a z-level of 0.75199986. The workspace ranges from x: -0.075 to 0.575 and y: -0.455 to 0.455.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 508.284, 'r': 503.58, 'b': 503.047, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 136.0]}]",
section_header,CONSTRAINTS:,"[{'page_no': 10, 'bbox': {'l': 93.471, 't': 495.676, 'r': 128.511, 'b': 490.44, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 12.0]}]",1.0
list_item,**Orientation of the end effector** will always be **z orientation of object to grasp or destination to place**.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 489.373, 'r': 444.596, 'b': 484.136, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 115.0]}]",
list_item,"Negative rotation values represent clockwise rotation, and positive rotation values represent anticlockwise rotation. The rotation values should be in radians.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 483.069, 'r': 518.301, 'b': 471.528, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 162.0]}]",
list_item,The <safe distance> in the z direction is 0.1 units.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 470.462, 'r': 266.074, 'b': 465.225, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 55.0]}]",
list_item,"The <release distance> in the z direction is 0.02 units above the top surface of the destination area or object, please estimate this distance.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 464.158, 'r': 506.578, 'b': 452.617, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 146.0]}]",
list_item,"**Remember you can only grasp the object from its *CENTER*. Not from any other position. So to grasp the object, end effector has to be lowered down to center of object**","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 451.55, 'r': 512.391, 'b': 440.01, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 173.0]}]",
section_header,COLLISION AVOIDANCE:,"[{'page_no': 10, 'bbox': {'l': 93.471, 't': 432.639, 'r': 151.952, 'b': 427.402, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 20.0]}]",1.0
text,If there are multiple objects in the environment:,"[{'page_no': 10, 'bbox': {'l': 93.471, 't': 426.35, 'r': 236.832, 'b': 421.094, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 49.0]}]",
list_item,"Make sure to consider the widths, lengths, and heights of other objects so that robot arm end effector does not collide with other objects or table.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 420.046, 'r': 529.942, 'b': 408.467, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 151.0]}]",
list_item,This information may help to generate additional trajectories and add specific waypoints (calculated from the given objects' information) to avoid collision with other objects and the table.,"[{'page_no': 10, 'bbox': {'l': 81.833, 't': 407.4, 'r': 527.017, 'b': 395.859, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 193.0]}]",
section_header,"COLLISION FREE OBJECT INTERACTION RULES:,","[{'page_no': 10, 'bbox': {'l': 93.471, 't': 388.489, 'r': 216.366, 'b': 383.252, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 41.0]}]",1.0
list_item,Position the gripper <safe distance> above the target object.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 382.185, 'r': 292.421, 'b': 376.948, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 64.0]}]",
list_item,"Move to the **CENTER** of the target object. If *CENTER* position is (x,y,z) then grasping posiotion will also be (x,y,z) Do not add any height margin.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 375.881, 'r': 515.297, 'b': 364.341, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 154.0]}]",
text,3. Grasp the target object.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 363.274, 'r': 184.221, 'b': 358.037, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 27.0]}]",
list_item,Raise the gripper <safe distance> above the target object.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 356.97, 'r': 283.702, 'b': 351.733, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 61.0]}]",
list_item,Move to <safe distance>  above the destination area.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 350.667, 'r': 266.074, 'b': 345.43, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 55.0]}]",
list_item,Lower the gripper to the destination area.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 344.363, 'r': 236.82, 'b': 339.126, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 45.0]}]",
list_item,Release the object (drop) at <release distance>  (**(0.02 units)**) above the top surface of destination area.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 338.059, 'r': 435.877, 'b': 332.822, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 113.0]}]",
list_item,Raise the gripper <safe distance> above the destination area.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 331.755, 'r': 292.421, 'b': 326.518, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 64.0]}]",
section_header,PLANNING:,"[{'page_no': 10, 'bbox': {'l': 93.471, 't': 319.148, 'r': 119.792, 'b': 313.911, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 9.0]}]",1.0
list_item,"Describe the relative positions of all objects in the environment, including their spatial relationships, alignments, and groupings.","[{'page_no': 10, 'bbox': {'l': 105.206, 't': 312.844, 'r': 500.673, 'b': 307.607, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 135.0]}]",
list_item,"Provide a detailed, step-by-step plan for the given task.","[{'page_no': 10, 'bbox': {'l': 105.206, 't': 306.54, 'r': 280.918, 'b': 301.304, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 60.0]}]",
list_item,Generate the all code corresponding to each high level plan.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 300.237, 'r': 289.515, 'b': 295.0, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 63.0]}]",
section_header,CODE GENERATOR:,"[{'page_no': 10, 'bbox': {'l': 81.833, 't': 287.644, 'r': 125.608, 'b': 282.387, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 15.0]}]",1.0
text,AVAILABLE FUNCTIONS:,"[{'page_no': 10, 'bbox': {'l': 93.471, 't': 281.309, 'r': 151.952, 'b': 276.072, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 20.0]}]",
text,"You are able to call any of the following Python functions, if required, as often as you want:","[{'page_no': 10, 'bbox': {'l': 93.471, 't': 275.006, 'r': 368.541, 'b': 269.769, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 94.0]}]",
text,"1. execute_trajectory(position: list[float], orientation: float) -> None: This function will execute the trajectory on the robot arm end-effector","[{'page_no': 10, 'bbox': {'l': 105.206, 't': 268.702, 'r': 532.985, 'b': 263.4649999999999, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 145.0]}]",
text,"based on position and orientation, and will also not return anything. It takes list position of 3 elements and one float orientation value as input.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 262.398, 'r': 515.297, 'b': 257.16100000000006, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 148.0]}]",
text,"2. open_gripper() -> None: This function will open the gripper on the robot arm, and will also not return anything.","[{'page_no': 10, 'bbox': {'l': 105.206, 't': 256.09400000000005, 'r': 441.756, 'b': 250.85799999999995, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 115.0]}]",
list_item,"close_gripper(object_name: str) -> None: This function will close the gripper on the robot arm, and will also not return anything. It takes the name of the object as input.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 249.79099999999994, 'r': 524.111, 'b': 238.25, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 175.0]}]",
text,4. task_completed() -> None: Call this function only when the task has been completed. This function will also not return anything.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 237.183, 'r': 491.951, 'b': 231.94600000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 131.0]}]",
section_header,CODE GENERATION:,"[{'page_no': 10, 'bbox': {'l': 93.471, 't': 224.57600000000002, 'r': 140.232, 'b': 219.33899999999994, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",1.0
text,"When generating the code for the trajectory, do the following:","[{'page_no': 10, 'bbox': {'l': 93.471, 't': 218.27199999999993, 'r': 274.873, 'b': 213.03499999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 62.0]}]",
text,1. Mark code clearly with the ```python and ``` tags.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 211.96799999999996, 'r': 260.261, 'b': 206.731, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 53.0]}]",
list_item,"When mentioning the functions, specify the required parameters and clearly define them in the same code block before passing it to code executor. For execute_trajectory, define the position and orientation lists prior to it and mention object name in close_gripper(object_name) from <CURRENT ENVIRONMENT STATE>.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 205.66499999999996, 'r': 512.391, 'b': 187.81999999999994, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 314.0]}]",
list_item,Orientation parameter will always be z orientation of object to grasp or destination to be place.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 186.75299999999993, 'r': 400.716, 'b': 181.51700000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 100.0]}]",
text,4. *Generate the code all in one go for all the steps;*.,"[{'page_no': 10, 'bbox': {'l': 105.206, 't': 180.45000000000005, 'r': 271.981, 'b': 175.21299999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 56.0]}]",
text,"Use the robot arm end effector to ""[INSERT TASK]"" in the environment.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 167.84199999999998, 'r': 283.676, 'b': 162.60500000000002, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 69.0]}]",
text,"The robot arm end-effector is currently positioned at [INSERT EE POSITION], with the orientation [INSERT EE ORIENTATION], and the gripper is open.","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 161.539, 'r': 509.484, 'b': 156.30200000000002, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 146.0]}]",
text,"**Remember you can only grasp the objects from its *CENTER*. Not from any other position. So to grasp the object, end effector has to be lowered down to","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 155.24900000000002, 'r': 529.942, 'b': 149.99299999999994, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 152.0]}]",
text,center of object**,"[{'page_no': 10, 'bbox': {'l': 81.833, 't': 148.90700000000004, 'r': 134.407, 'b': 143.66999999999996, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 18.0]}]",
text,The positions and orientations  of all objects in the environment as follows:,"[{'page_no': 10, 'bbox': {'l': 81.833, 't': 142.60300000000007, 'r': 307.022, 'b': 137.36599999999999, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 77.0]}]",
text,<CURRENT ENVIRONMENT STATE>:,"[{'page_no': 10, 'bbox': {'l': 81.833, 't': 136.29899999999998, 'r': 163.661, 'b': 131.063, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 28.0]}]",
text,"""[INSERT CURRENT STATE ENVIRONMENT]""","[{'page_no': 10, 'bbox': {'l': 81.833, 't': 129.99599999999998, 'r': 187.101, 'b': 124.75900000000001, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 36.0]}]",
section_header,B. RLBench Tasks,"[{'page_no': 11, 'bbox': {'l': 54.0, 't': 736.628, 'r': 129.198, 'b': 728.04, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",1.0
text,"We experimented with nine tasks from RLBench, which are listed in Table II along with the task instructions and success criteria.","[{'page_no': 11, 'bbox': {'l': 54.0, 't': 721.355, 'r': 557.998, 'b': 700.848, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 129.0]}]",
