label,content,prov,level
text,0.3%,"[{'page_no': 9, 'bbox': {'l': 448.008, 't': 356.047, 'r': 464.665, 'b': 348.408, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.2%,"[{'page_no': 9, 'bbox': {'l': 476.21, 't': 352.765, 'r': 492.867, 'b': 345.125, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.2%,"[{'page_no': 9, 'bbox': {'l': 504.412, 't': 349.439, 'r': 521.068, 'b': 341.8, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,1.9%,"[{'page_no': 9, 'bbox': {'l': 109.585, 't': 417.828, 'r': 126.241, 'b': 410.189, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.7%,"[{'page_no': 9, 'bbox': {'l': 137.787, 't': 372.213, 'r': 154.443, 'b': 364.573, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.6%,"[{'page_no': 9, 'bbox': {'l': 165.989, 't': 368.26, 'r': 182.645, 'b': 360.621, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.5%,"[{'page_no': 9, 'bbox': {'l': 194.191, 't': 362.419, 'r': 210.847, 'b': 354.78, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.4%,"[{'page_no': 9, 'bbox': {'l': 222.393, 't': 357.155, 'r': 239.049, 'b': 349.515, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.5%,"[{'page_no': 9, 'bbox': {'l': 250.595, 't': 363.535, 'r': 267.251, 'b': 355.896, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.4%,"[{'page_no': 9, 'bbox': {'l': 278.797, 't': 359.803, 'r': 295.453, 'b': 352.163, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.3%,"[{'page_no': 9, 'bbox': {'l': 306.999, 't': 356.423, 'r': 323.655, 'b': 348.783, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.3%,"[{'page_no': 9, 'bbox': {'l': 335.201, 't': 353.039, 'r': 351.857, 'b': 345.4, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.2%,"[{'page_no': 9, 'bbox': {'l': 363.403, 't': 351.989, 'r': 380.059, 'b': 344.35, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.2%,"[{'page_no': 9, 'bbox': {'l': 391.605, 't': 351.009, 'r': 408.261, 'b': 343.37, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.3%,"[{'page_no': 9, 'bbox': {'l': 419.807, 't': 353.012, 'r': 436.463, 'b': 345.372, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.2%,"[{'page_no': 9, 'bbox': {'l': 448.008, 't': 349.656, 'r': 464.665, 'b': 342.016, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.1%,"[{'page_no': 9, 'bbox': {'l': 476.21, 't': 347.827, 'r': 492.867, 'b': 340.187, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.1%,"[{'page_no': 9, 'bbox': {'l': 504.412, 't': 346.212, 'r': 521.068, 'b': 338.572, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.9%,"[{'page_no': 9, 'bbox': {'l': 109.585, 't': 380.358, 'r': 126.241, 'b': 372.719, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.5%,"[{'page_no': 9, 'bbox': {'l': 137.787, 't': 362.438, 'r': 154.443, 'b': 354.799, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.3%,"[{'page_no': 9, 'bbox': {'l': 165.989, 't': 355.574, 'r': 182.645, 'b': 347.935, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.3%,"[{'page_no': 9, 'bbox': {'l': 194.191, 't': 354.607, 'r': 210.847, 'b': 346.968, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.2%,"[{'page_no': 9, 'bbox': {'l': 222.393, 't': 350.022, 'r': 239.049, 'b': 342.382, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.3%,"[{'page_no': 9, 'bbox': {'l': 250.595, 't': 354.687, 'r': 267.251, 'b': 347.047, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.2%,"[{'page_no': 9, 'bbox': {'l': 278.797, 't': 351.346, 'r': 295.453, 'b': 343.706, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.2%,"[{'page_no': 9, 'bbox': {'l': 306.999, 't': 350.408, 'r': 323.655, 'b': 342.768, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.1%,"[{'page_no': 9, 'bbox': {'l': 335.201, 't': 347.964, 'r': 351.857, 'b': 340.325, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.1%,"[{'page_no': 9, 'bbox': {'l': 363.403, 't': 347.439, 'r': 380.059, 'b': 339.8, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.1%,"[{'page_no': 9, 'bbox': {'l': 391.605, 't': 347.22, 'r': 408.261, 'b': 339.58, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.1%,"[{'page_no': 9, 'bbox': {'l': 419.807, 't': 347.95, 'r': 436.463, 'b': 340.311, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.1%,"[{'page_no': 9, 'bbox': {'l': 448.008, 't': 346.272, 'r': 464.665, 'b': 338.633, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.1%,"[{'page_no': 9, 'bbox': {'l': 476.21, 't': 345.465, 'r': 492.867, 'b': 337.826, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,0.0%,"[{'page_no': 9, 'bbox': {'l': 504.412, 't': 344.598, 'r': 521.068, 'b': 336.958, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 4.0]}]",
text,RULER Interval 4,"[{'page_no': 9, 'bbox': {'l': 463.341, 't': 446.555, 'r': 522.405, 'b': 438.916, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,RULER Interval 8,"[{'page_no': 9, 'bbox': {'l': 463.341, 't': 436.924, 'r': 522.405, 'b': 429.284, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 16.0]}]",
text,RULER Interval 16,"[{'page_no': 9, 'bbox': {'l': 463.341, 't': 427.292, 'r': 526.575, 'b': 419.653, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 17.0]}]",
list_item,"Kanzhi Cheng, Qiushi Sun, Yougang Chu, Fangzhi Xu, Li YanTao, Jianbing Zhang, and Zhiyong Wu. SeeClick: Harnessing GUI grounding for advanced visual GUI agents. In Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers) , pp. 9313-9332, Bangkok, Thailand, August 2024. Association for Computational Linguistics. doi: 10.18653/v1/2024.acl-long.505. URL https: //aclanthology.org/2024.acl-long.505/ .","[{'page_no': 9, 'bbox': {'l': 72.0, 't': 231.779, 'r': 540.003, 'b': 179.591, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 454.0]}]",
list_item,"Xiang Deng, Yu Gu, Boyuan Zheng, Shijie Chen, Samuel Stevens, Boshi Wang, Huan Sun, and Yu Su. Mind2web: Towards a generalist agent for the web. In Thirty-seventh Conference on Neural Information Processing Systems Datasets and Benchmarks Track , 2023. URL https://openreview.net/forum?id=kiYqbO3wqw .","[{'page_no': 9, 'bbox': {'l': 72.0, 't': 173.409, 'r': 540.003, 'b': 143.039, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 301.0]}]",
list_item,"Junqi Ge, Ziyi Chen, Jintao Lin, Jinguo Zhu, Xihui Liu, Jifeng Dai, and Xizhou Zhu. V2pe: Improving multimodal long-context capability of vision-language models with variable visual position encoding. arXiv preprint arXiv:2412.09616 , 2024.","[{'page_no': 9, 'bbox': {'l': 72.0, 't': 136.85699999999997, 'r': 540.003, 'b': 106.48599999999999, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 240.0]}]",
list_item,"Boyu Gou, Ruohan Wang, Boyuan Zheng, Yanan Xie, Cheng Chang, Yiheng Shu, Huan Sun, and Yu Su. Navigating the digital world as humans do: Universal visual grounding for GUI agents. In The Thirteenth International Conference on Learning Representations , 2025. URL https://openreview.net/forum?id=kxnoqaisCT .","[{'page_no': 9, 'bbox': {'l': 72.0, 't': 100.30399999999997, 'r': 540.003, 'b': 69.93399999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 307.0]}]",
page_footer,9,"[{'page_no': 9, 'bbox': {'l': 303.509, 't': 48.597999999999956, 'r': 308.49, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 1.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 10, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
list_item,"Dong Guo, Faming Wu, Feida Zhu, Fuxing Leng, Guang Shi, Haobin Chen, Haoqi Fan, Jian Wang, Jianyu Jiang, Jiawei Wang, Jingji Chen, Jingjia Huang, Kang Lei, Liping Yuan, Lishu Luo, Pengfei Liu, Qinghao Ye, Rui Qian, Shen Yan, Shixiong Zhao, Shuai Peng, Shuangye Li, Sihang Yuan, Sijin Wu, Tianheng Cheng, Weiwei Liu, Wenqian Wang, Xianhan Zeng, Xiao Liu, Xiaobo Qin, Xiaohan Ding, Xiaojun Xiao, Xiaoying Zhang, Xuanwei Zhang, Xuehan Xiong, Yanghua Peng, Yangrui Chen, Yanwei Li, Yanxu Hu, Yi Lin, Yiyuan Hu, Yiyuan Zhang, Youbin Wu, Yu Li, Yudong Liu, Yue Ling, Yujia Qin, Zanbo Wang, Zhiwu He, Aoxue Zhang, Bairen Yi, Bencheng Liao, Can Huang, Can Zhang, Chaorui Deng, Chaoyi Deng, Cheng Lin, Cheng Yuan, Chenggang Li, Chenhui Gou, Chenwei Lou, Chengzhi Wei, Chundian Liu, Chunyuan Li, Deyao Zhu, Donghong Zhong, Feng Li, Feng Zhang, Gang Wu, Guodong Li, Guohong Xiao, Haibin Lin, Haihua Yang, Haoming Wang, Heng Ji, Hongxiang Hao, Hui Shen, Huixia Li, Jiahao Li, Jialong Wu, Jianhua Zhu, Jianpeng Jiao, Jiashi Feng, Jiaze Chen, Jianhui Duan, Jihao Liu, Jin Zeng, Jingqun Tang, Jingyu Sun, Joya Chen, Jun Long, Junda Feng, Junfeng Zhan, Junjie Fang, Junting Lu, Kai Hua, Kai Liu, Kai Shen, Kaiyuan Zhang, Ke Shen, Ke Wang, Keyu Pan, Kun Zhang, Kunchang Li, Lanxin Li, Lei Li, Lei Shi, Li Han, Liang Xiang, Liangqiang Chen, Lin Chen, Lin Li, Lin Yan, Liying Chi, Longxiang Liu, Mengfei Du, Mingxuan Wang, Ningxin Pan, Peibin Chen, Pengfei Chen, Pengfei Wu, Qingqing Yuan, Qingyao Shuai, Qiuyan Tao, Renjie Zheng, Renrui Zhang, Ru Zhang, Rui Wang, Rui Yang, Rui Zhao, Shaoqiang Xu, Shihao Liang, Shipeng Yan, Shu Zhong, Shuaishuai Cao, Shuangzhi Wu, Shufan Liu, Shuhan Chang, Songhua Cai, Tenglong Ao, Tianhao Yang, Tingting Zhang, Wanjun Zhong, Wei Jia, Wei Weng, Weihao Yu, Wenhao Huang, Wenjia Zhu, Wenli Yang, Wenzhi Wang, Xiang Long, XiangRui Yin, Xiao Li, Xiaolei Zhu, Xiaoying Jia, Xijin Zhang, Xin Liu, Xinchen Zhang, Xinyu Yang, Xiongcai Luo, Xiuli Chen, Xuantong Zhong, Xuefeng Xiao, Xujing Li, Yan Wu, Yawei Wen, Yifan Du, Yihao Zhang, Yining Ye, Yonghui Wu, Yu Liu, Yu Yue, Yufeng Zhou, Yufeng Yuan, Yuhang Xu, Yuhong Yang, Yun Zhang, Yunhao Fang, Yuntao Li, Yurui Ren, Yuwen Xiong, Zehua Hong, Zehua Wang, Zewei Sun, Zeyu Wang, Zhao Cai, Zhaoyue Zha, Zhecheng An, Zhehui Zhao, Zhengzhuo Xu, Zhipeng Chen, Zhiyong Wu, Zhuofan Zheng, Zihao Wang, Zilong Huang, Ziyu Zhu, and Zuquan Song. Seed1.5-vl technical report, 2025. URL https://arxiv.org/abs/2505.07062 .","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 716.523, 'r': 540.003, 'b': 457.062, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2469.0]}]",
list_item,"Wenyi Hong, Weihan Wang, Qingsong Lv, Jiazheng Xu, Wenmeng Yu, Junhui Ji, Yan Wang, Zihan Wang, Yuxiao Dong, Ming Ding, and Jie Tang. Cogagent: A visual language model for gui agents. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) , pp. 14281-14290, June 2024.","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 450.256, 'r': 540.003, 'b': 419.886, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 305.0]}]",
list_item,"Edward J Hu, yelong shen, Phillip Wallis, Zeyuan Allen-Zhu, Yuanzhi Li, Shean Wang, Lu Wang, and Weizhu Chen. LoRA: Low-rank adaptation of large language models. In International Conference on Learning Representations , 2022. URL https://openreview.net/forum?id=nZeVKeeFYf9 .","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 413.079, 'r': 540.003, 'b': 382.709, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 275.0]}]",
list_item,"Haoran Li, Yingjie Qin, Baoyuan Ou, Lai Xu, and Ruiwen Xu. Hope: Hybrid of position embedding for length generalization in vision-language models. arXiv preprint arXiv:2505.20444 , 2025a.","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 375.902, 'r': 540.003, 'b': 356.441, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 187.0]}]",
list_item,"Kaixin Li, Ziyang Meng, Hongzhan Lin, Ziyang Luo, Yuchen Tian, Jing Ma, Zhiyong Huang, and Tat-Seng Chua. Screenspot-pro: Gui grounding for professional high-resolution computer use. arXiv preprint arXiv:2504.07981 , 2025b.","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 349.634, 'r': 540.003, 'b': 319.264, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 223.0]}]",
list_item,"Yang Li, Jiacong He, Xin Zhou, Yuan Zhang, and Jason Baldridge. Mapping natural language instructions to mobile ui action sequences, 2020. URL https://arxiv.org/abs/2005.03776 .","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 312.457, 'r': 540.003, 'b': 292.996, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 177.0]}]",
list_item,"Haogeng Liu, Quanzeng You, Xiaotian Han, Yongfei Liu, Huaibo Huang, Ran He, and Hongxia Yang. Visual anchors are strong information aggregators for multimodal large language model. In Advances in Neural Information Processing Systems , volume 37, pp. 17696-17718. Curran Associates, Inc., 2024a. URL https://proceedings.neurips.cc/paper_files/paper/2024/file/ 1f84412e84da6440ca355d87184cb1b3-Paper-Conference.pdf .","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 286.189, 'r': 540.003, 'b': 234.00099999999998, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 415.0]}]",
list_item,"Haotian Liu, Chunyuan Li, Qingyang Wu, and Yong Jae Lee. Visual instruction tuning. In Thirty-seventh Conference on Neural Information Processing Systems , 2023. URL https://openreview.net/forum?id= w0H2xGHlkw .","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 227.37300000000005, 'r': 540.003, 'b': 196.82400000000007, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 211.0]}]",
list_item,"Haotian Liu, Chunyuan Li, Yuheng Li, Bo Li, Yuanhan Zhang, Sheng Shen, and Yong Jae Lee. Llava-next: Improved reasoning, ocr, and world knowledge, January 2024b. URL https://llava-vl.github.io/blog/ 2024-01-30-llava-next/ .","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 190.01700000000005, 'r': 540.003, 'b': 159.64699999999993, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 223.0]}]",
list_item,"Xiaoran Liu, Hang Yan, Chenxin An, Xipeng Qiu, and Dahua Lin. Scaling laws of RoPE-based extrapolation. In The Twelfth International Conference on Learning Representations , 2024c. URL https://openreview.net/ forum?id=JO7k0SJ5V6 .","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 153.019, 'r': 540.003, 'b': 122.47000000000003, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 230.0]}]",
list_item,"Zikang Liu, Longteng Guo, Yepeng Tang, Tongtian Yue, Junxian Cai, Kai Ma, Qingbin Liu, Xi Chen, and Jing Liu. Vrope: Rotary position embedding for video large language models. arXiv preprint arXiv:2502.11664 , 2025.","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 115.66300000000001, 'r': 540.003, 'b': 96.202, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 215.0]}]",
list_item,"Shravan Nayak, Xiangru Jian, Kevin Qinghong Lin, Juan A. Rodriguez, Montek Kalsi, Rabiul Awal, Nicolas Chapados, M. Tamer ¨ Ozsu, Aishwarya Agrawal, David Vazquez, Christopher Pal, Perouz Taslakian, Spandana Gella,","[{'page_no': 10, 'bbox': {'l': 72.0, 't': 89.39499999999998, 'r': 540.003, 'b': 69.93399999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 214.0]}]",
page_footer,10,"[{'page_no': 10, 'bbox': {'l': 301.019, 't': 48.597999999999956, 'r': 310.982, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 11, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
text,"and Sai Rajeswar. Ui-vision: A desktop-centric gui benchmark for visual perception and interaction, 2025. URL https://arxiv.org/abs/2503.15661 .","[{'page_no': 11, 'bbox': {'l': 81.963, 't': 716.523, 'r': 540.003, 'b': 697.062, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 144.0]}]",
list_item,"Catherine Olsson, Nelson Elhage, Neel Nanda, Nicholas Joseph, Nova DasSarma, Tom Henighan, Ben Mann, Amanda Askell, Yuntao Bai, Anna Chen, Tom Conerly, Dawn Drain, Deep Ganguli, Zac Hatfield-Dodds, Danny Hernandez, Scott Johnston, Andy Jones, Jackson Kernion, Liane Lovitt, Kamal Ndousse, Dario Amodei, Tom Brown, Jack Clark, Jared Kaplan, Sam McCandlish, and Chris Olah. In-context learning and induction heads. arXiv preprint arXiv: 2209.11895 , 2022.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 689.651, 'r': 540.003, 'b': 637.462, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 453.0]}]",
list_item,"Yujia Qin, Yining Ye, Junjie Fang, Haoming Wang, Shihao Liang, Shizuo Tian, Junda Zhang, Jiahao Li, Yunxin Li, Shijue Huang, et al. Ui-tars: Pioneering automated gui interaction with native agents. arXiv preprint arXiv:2501.12326 , 2025.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 630.05, 'r': 540.003, 'b': 599.68, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 237.0]}]",
list_item,"Qwen. Qwen3-VL: Sharper vision, deeper thought, broader action. https://qwen. ai/blog?id=99f0335c4ad9ff6153e517418d48535ab6d8afef&from=research. latest-advancements-list , 2025. [Accessed 01-10-2025].","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 592.269, 'r': 540.003, 'b': 561.898, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 200.0]}]",
list_item,"Qwen, :, An Yang, Baosong Yang, Beichen Zhang, Binyuan Hui, Bo Zheng, Bowen Yu, Chengyuan Li, Dayiheng Liu, Fei Huang, Haoran Wei, Huan Lin, Jian Yang, Jianhong Tu, Jianwei Zhang, Jianxin Yang, Jiaxi Yang, Jingren Zhou, Junyang Lin, Kai Dang, Keming Lu, Keqin Bao, Kexin Yang, Le Yu, Mei Li, Mingfeng Xue, Pei Zhang, Qin Zhu, Rui Men, Runji Lin, Tianhao Li, Tianyi Tang, Tingyu Xia, Xingzhang Ren, Xuancheng Ren, Yang Fan, Yang Su, Yichang Zhang, Yu Wan, Yuqiong Liu, Zeyu Cui, Zhenru Zhang, and Zihan Qiu. Qwen2.5 technical report. arXiv preprint arXiv: 2412.15115 , 2024.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 554.487, 'r': 540.003, 'b': 491.389, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 573.0]}]",
list_item,"Samyam Rajbhandari, Jeff Rasley, Olatunji Ruwase, and Yuxiong He. Zero: Memory optimizations toward training trillion parameter models. arXiv preprint arXiv: 1910.02054 , 2019.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 483.978, 'r': 540.003, 'b': 464.517, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 176.0]}]",
list_item,"Jie Ren, Samyam Rajbhandari, Reza Yazdani Aminabadi, Olatunji Ruwase, Shuangyan Yang, Minjia Zhang, Dong Li, and Yuxiong He. Zero-offload: Democratizing billion-scale model training. arXiv preprint arXiv: 2101.06840 , 2021.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 457.105, 'r': 540.003, 'b': 426.735, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 223.0]}]",
list_item,"Zhihong Shao, Peiyi Wang, Qihao Zhu, Runxin Xu, Junxiao Song, Xiao Bi, Haowei Zhang, Mingchuan Zhang, Y. K. Li, Y. Wu, and Daya Guo. Deepseekmath: Pushing the limits of mathematical reasoning in open language models, 2024. URL https://arxiv.org/abs/2402.03300 .","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 419.323, 'r': 540.003, 'b': 388.953, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 261.0]}]",
list_item,"Jianlin Su, Murtadha Ahmed, Yu Lu, Shengfeng Pan, Wen Bo, and Yunfeng Liu. Roformer: Enhanced transformer with rotary position embedding. Neurocomput. , 568(C), February 2024. ISSN 0925-2312. doi: 10.1016/j.neucom. 2023.127063. URL https://doi.org/10.1016/j.neucom.2023.127063 .","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 381.541, 'r': 540.003, 'b': 351.171, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 278.0]}]",
list_item,"Chengcheng Wang, Jianyuan Guo, Hongguang Li, Yuchuan Tian, Ying Nie, Chang Xu, and Kai Han. Circlerope: Cone-like decoupled rotary positional embedding for large vision-language models. arXiv preprint arXiv:2505.16416 , 2025a.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 343.759, 'r': 540.003, 'b': 313.389, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 226.0]}]",
list_item,"Junyang Wang, Haiyang Xu, Jiabo Ye, Ming Yan, Weizhou Shen, Ji Zhang, Fei Huang, and Jitao Sang. Mobile-agent: Autonomous multi-modal mobile device agent with visual perception. arXiv preprint arXiv:2401.16158 , 2024a.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 305.977, 'r': 540.003, 'b': 286.516, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 218.0]}]",
list_item,"Peng Wang, Shuai Bai, Sinan Tan, Shijie Wang, Zhihao Fan, Jinze Bai, Keqin Chen, Xuejing Liu, Jialin Wang, Wenbin Ge, Yang Fan, Kai Dang, Mengfei Du, Xuancheng Ren, Rui Men, Dayiheng Liu, Chang Zhou, Jingren Zhou, and Junyang Lin. Qwen2-vl: Enhancing vision-language model's perception of the world at any resolution. arXiv preprint arXiv: 2409.12191 , 2024b.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 279.105, 'r': 540.003, 'b': 237.82500000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 359.0]}]",
list_item,"Suyuchen Wang, Ivan Kobyzev, Peng Lu, Mehdi Rezagholizadeh, and Bang Liu. Resonance RoPE: Improving context length generalization of large language models. In Lun-Wei Ku, Andre Martins, and Vivek Srikumar (eds.), Findings of the Association for Computational Linguistics: ACL 2024 , pp. 586-598, Bangkok, Thailand, August 2024c. Association for Computational Linguistics. doi: 10.18653/v1/2024.findings-acl.32. URL https://aclanthology.org/2024.findings-acl.32/ .","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 230.414, 'r': 540.003, 'b': 178.22500000000002, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 463.0]}]",
list_item,"Xinyuan Wang, Bowen Wang, Dunjie Lu, Junlin Yang, Tianbao Xie, Junli Wang, Jiaqi Deng, Xiaole Guo, Yiheng Xu, Chen Henry Wu, Zhennan Shen, Zhuokai Li, Ryan Li, Xiaochuan Li, Junda Chen, Boyuan Zheng, Peihang Li, Fangyu Lei, Ruisheng Cao, Yeqiao Fu, Dongchan Shin, Martin Shin, Jiarui Hu, Yuyan Wang, Jixuan Chen, Yuxiao Ye, Danyang Zhang, Dikang Du, Hao Hu, Huarong Chen, Zaida Zhou, Haotian Yao, Ziwei Chen, Qizheng Gu, Yipu Wang, Heng Wang, Diyi Yang, Victor Zhong, Flood Sung, Y. Charles, Zhilin Yang, and Tao Yu. Opencua: Open foundations for computer-use agents, 2025b. URL https://arxiv.org/abs/2508.09123 .","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 170.813, 'r': 540.003, 'b': 107.71600000000001, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 613.0]}]",
list_item,"Qianhui Wu, Kanzhi Cheng, Rui Yang, Chaoyun Zhang, Jianwei Yang, Huiqiang Jiang, Jian Mu, Baolin Peng, Bo Qiao, Reuben Tan, et al. Gui-actor: Coordinate-free visual grounding for gui agents. arXiv preprint arXiv:2506.03143 , 2025a.","[{'page_no': 11, 'bbox': {'l': 72.0, 't': 100.30399999999997, 'r': 540.003, 'b': 69.93399999999997, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 231.0]}]",
page_footer,11,"[{'page_no': 11, 'bbox': {'l': 301.019, 't': 48.597999999999956, 'r': 310.982, 'b': 40.04600000000005, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 2.0]}]",
page_header,Improving GUI Grounding with Explicit Position-to-Coordinate Mapping,"[{'page_no': 12, 'bbox': {'l': 158.853, 't': 754.979, 'r': 453.148, 'b': 746.427, 'coord_origin': 'BOTTOMLEFT'}, 'charspan': [0.0, 68.0]}]",
